weekly,monthly,yearly,weekly_prepost,holidays,covid_regressors,RMSE_last,MAE_last,RMSE_cv_mean,MAE_cv_mean
False,False,True,True,False,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",179.39284065771216,146.6946886097608,202.4840879929984,162.19580007561794
False,True,False,False,False,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",204.73744572900222,175.6727159185226,203.18533001245424,159.57318004765418
False,True,False,False,False,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",205.42948360959022,176.11910570402878,203.21640765738496,159.50219409442482
True,True,True,False,True,,167.97074103939482,129.85009454004816,210.9313728556267,170.2535944459353
False,True,True,True,True,,163.52475312073196,127.67091027275484,211.2031732260698,169.7987262138732
True,True,True,True,True,,163.52475312073196,127.67091027275484,211.2031732260698,169.7987262138732
False,False,True,True,False,,186.87124503866153,154.98770436671737,212.14177854475085,171.82897248929197
True,False,True,True,False,,186.87124503866153,154.98770436671737,212.14177854475085,171.82897248929197
True,False,True,True,True,,174.306995097067,139.39636586746047,212.21114919958652,171.18503191854603
False,False,True,True,True,,174.306995097067,139.39636586746047,212.21114919958652,171.18503191854603
False,True,True,True,False,,170.3527230030427,137.75628594550162,213.17118844823352,172.58810661912557
True,True,True,True,False,,170.3527230030427,137.75628594550162,213.17118844823352,172.58810661912557
True,False,True,False,False,,184.48773103212687,149.2678222291968,213.34296836264616,172.78994594031488
True,False,True,False,True,,176.17681714030812,138.5446356112225,213.36758888586027,172.3686152804975
True,True,True,False,False,,187.1962207778672,152.74878791582483,214.47127408595958,173.95231120951877
False,False,True,False,True,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",209.67244854008896,164.5515604424375,227.96781453226208,180.86569919412287
False,True,True,False,True,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",207.7531490933325,165.73516550465368,228.0745648561141,181.03478634834696
False,True,True,False,True,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",206.82633216718736,165.4843463807532,228.37057640123322,181.318163304632
False,True,True,False,False,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",211.01889024965567,169.4909625270119,228.68374927159073,181.69716217963173
False,False,True,False,False,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",210.4833765920603,166.7174618639105,229.03675221398973,182.02762473826013
False,False,True,False,True,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",205.1913465592612,162.5128284609181,229.58412983681325,182.6013476727277
False,True,True,False,False,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",208.52719086033198,168.07286485274028,230.22816142334833,183.15296742280924
False,False,True,False,False,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",212.95692290817306,168.15189861006235,231.31488410148617,183.92132165127737
False,False,True,False,True,,223.2706024819487,172.38945108375313,235.7539283133064,187.9986944239095
False,True,True,False,True,,221.67116448641463,173.7063564003798,235.83851904129375,187.99261492069505
False,False,True,False,False,,224.68064011546076,175.38582325902868,236.25884229399503,188.20163749613374
False,True,True,False,False,,225.15249980822762,177.2436640177286,239.7656719313693,191.48086367996862
